4.3517,4.3459,1
6.6483,4.6522,1
5.5484,4.7317,1
5.9394,2.9377,1
5.3941,5.3716,1
5.3752,5.4620,1
4.2691,5.4308,1
4.2478,3.4750,1
4.4682,4.3450,1
5.7226,4.4569,1
5.8779,4.6263,1
4.3941,4.4125,1
5.0681,4.7644,1
4.3997,3.4354,1
5.8013,4.3408,1
4.3242,5.5010,1
5.1451,4.1529,1
6.5011,3.5109,1
4.2472,4.7477,1
3.7688,5.1185,1
5.2310,1.9497,1
3.6282,3.6460,1
5.1659,3.4834,1
4.5984,3.5859,1
5.6419,6.4971,1
5.5733,3.3560,1
5.9038,3.3754,1
5.3294,1.7754,1
6.6040,4.3967,1
4.9854,4.7801,1
6.8198,3.1166,1
5.9621,5.4589,1
4.2456,2.3446,1
2.5633,4.4678,1
4.8634,4.8911,1
5.7352,3.4515,1
4.5427,2.7554,1
4.2576,3.6631,1
3.6504,3.2712,1
4.6095,4.0819,1
4.9169,4.0787,1
6.4371,2.8236,1
4.5452,6.1988,1
4.3237,3.2233,1
5.2143,4.3284,1
3.5192,3.0429,1
2.9311,3.0116,1
5.1957,3.0953,1
6.4424,4.1259,1
5.0697,3.5723,1
4.8619,4.4055,1
4.6468,5.2171,1
5.5268,4.4304,1
3.5098,3.6254,1
5.6543,2.9490,1
4.8158,5.4742,1
4.4133,4.6806,1
3.6739,3.2670,1
4.9909,4.3002,1
4.5766,4.2422,1
6.4233,3.4624,1
4.4333,4.3613,1
6.2012,3.9765,1
5.5500,2.8866,1
4.8358,3.7762,1
7.1069,3.0205,1
4.9756,3.9897,1
4.7229,3.7731,1
4.8827,2.5300,1
3.4220,3.5320,1
6.0562,4.7575,1
8.5459,-0.2724,2
6.9287,-1.0043,2
8.1569,-1.7484,2
8.9001,1.3165,2
7.6732,0.3982,2
8.7517,-0.3531,2
8.8525,-1.4829,2
8.2621,-2.5212,2
7.3107,-2.0791,2
7.9006,-0.2339,2
7.7020,0.6625,2
7.2825,0.2283,2
6.7990,0.4248,2
8.1379,1.1337,2
7.5363,0.5491,2
8.0818,0.5928,2
6.8598,-1.1245,2
9.0575,-0.2631,2
5.5340,-0.4753,2
8.0029,1.2619,2
8.0000,-0.8965,2
8.1537,-0.1066,2
9.6232,-1.4204,2
6.6845,-0.5427,2
8.5871,1.0354,2
5.9671,-0.0747,2
8.2648,-0.8374,2
8.4612,0.9081,2
6.7268,-0.5235,2
6.8334,0.7705,2
8.8746,1.8913,2
7.1836,-1.2993,2
9.3161,0.8851,2
7.2851,-0.9321,2
8.2521,-1.3028,2
7.2233,-0.4151,2
7.8648,0.7488,2
7.6053,1.2115,2
7.8162,-0.8751,2
8.6881,-1.5096,2
9.0981,-0.3473,2
6.5912,0.9285,2
6.6734,-0.2775,2
7.5652,0.4765,2
7.8356,0.1522,2
8.3849,-0.9385,2
7.7615,0.2784,2
7.9115,-1.3231,2
8.1817,-0.8064,2
9.0048,0.3262,2
8.3960,0.6547,2
8.5316,1.9919,2
7.9905,-0.4883,2
6.9162,-1.6404,2
7.9977,1.0628,2
9.8029,0.2793,2
8.6692,-0.0094,2
9.3715,-0.6121,2
7.0131,-0.6538,2
7.0037,-0.1856,2
7.3463,-0.3824,2
7.3900,-1.3291,2
7.9208,-1.4535,2
8.1115,-1.0779,2
7.4193,-1.1484,2
8.1259,0.3882,2
7.7768,-0.3986,2
10.3266,0.3211,2
9.6316,0.1688,2
8.8414,-0.5276,2
9.3058,0.2668,2
6.3933,-0.5749,2
9.1443,-1.5766,2
8.3534,-0.2331,2
7.3258,-1.3283,2
9.0741,-0.6429,2
7.8186,0.0943,2
7.7735,-1.8140,2
9.7591,0.0353,2
7.8236,0.1116,2
10.4132,-0.3228,2
8.5100,0.4790,2
6.6252,0.8612,2
9.1960,0.0894,2
7.7338,-1.9112,2
7.9390,0.8696,2
7.9998,-1.3544,2
7.8534,-0.9800,2
7.8184,0.5956,2
6.5414,-1.8955,2
7.9569,0.9458,2
8.1133,0.6341,2
6.5357,0.0293,2
7.5929,-0.6924,2
7.9555,0.3071,2
8.2814,-0.1079,2
8.1389,-0.8646,2
8.4974,1.3909,2
8.3374,-0.0322,2
7.4594,-0.8196,2
